islay 0.1.0 - Othello/Reversi engine (movegen backend: hybrid (int+NEON))
type 'uci', 'go perft <depth> [nocache]', 'd', 'test', or 'quit'
info string pattern weights loaded: weights/v12.pat (v3, 15 stages x 167332)
info string option EvalFile = weights/v12.pat
stage,depth,score,standpat
9,10,2896,1648
9,11,3109,1648
9,12,3251,1648
8,1,2076,1664
8,2,1641,1664
8,3,2051,1664
8,4,1658,1664
8,5,1868,1664
8,6,1917,1664
8,7,1695,1664
8,8,1201,1664
8,9,1398,1664
8,10,1409,1664
8,11,1396,1664
8,12,1275,1664
1,1,-304,-255
1,2,-280,-255
1,3,-356,-255
1,4,-71,-255
1,5,-176,-255
1,6,-233,-255
1,7,-392,-255
1,8,-290,-255
1,9,-485,-255
1,10,-325,-255
1,11,-429,-255
1,12,-186,-255
1,1,1055,796
1,2,864,796
1,3,1113,796
1,4,885,796
1,5,749,796
1,6,728,796
1,7,577,796
1,8,744,796
1,9,681,796
1,10,643,796
1,11,602,796
1,12,766,796
3,1,-287,-306
3,2,-288,-306
3,3,-493,-306
3,4,-162,-306
3,5,98,-306
3,6,-70,-306
3,7,178,-306
3,8,247,-306
3,9,228,-306
3,10,213,-306
3,11,356,-306
3,12,286,-306
12,1,-339,-576
12,2,-430,-576
12,3,-494,-576
12,4,-440,-576
12,5,-141,-576
12,6,-675,-576
12,7,-615,-576
12,8,-650,-576
12,9,-659,-576
12,10,-567,-576
12,11,-800,-576
12,12,-600,-576
1,1,-130,-61
1,2,101,-61
1,3,-10,-61
1,4,4,-61
1,5,-37,-61
1,6,-28,-61
1,7,-45,-61
1,8,-154,-61
1,9,-180,-61
1,10,9,-61
1,11,-37,-61
1,12,-3,-61
8,1,564,-609
8,2,-356,-609
8,3,129,-609
8,4,-625,-609
8,5,-358,-609
8,6,-809,-609
8,7,-706,-609
8,8,-902,-609
8,9,-1007,-609
8,10,-1017,-609
8,11,-935,-609
8,12,-1216,-609
8,1,4302,3950
8,2,3677,3950
8,3,4197,3950
8,4,3377,3950
8,5,3592,3950
8,6,3891,3950
8,7,4180,3950
8,8,4214,3950
8,9,3945,3950
8,10,3900,3950
8,11,3964,3950
8,12,4302,3950
12,1,-2990,-3725
12,2,-3004,-3725
12,3,-2861,-3725
12,4,-2505,-3725
12,5,-2425,-3725
12,6,-2551,-3725
12,7,-2501,-3725
12,8,-2830,-3725
12,9,-3191,-3725
12,10,-2568,-3725
12,11,-2800,-3725
12,12,-2800,-3725
5,1,-513,-1090
5,2,-874,-1090
5,3,-531,-1090
5,4,-799,-1090
5,5,-927,-1090
5,6,-1404,-1090
5,7,-965,-1090
5,8,-741,-1090
5,9,-686,-1090
5,10,-619,-1090
5,11,-457,-1090
5,12,-465,-1090
9,1,1999,1047
9,2,1385,1047
9,3,1884,1047
9,4,1647,1047
9,5,1980,1047
9,6,2238,1047
9,7,1710,1047
9,8,2538,1047
9,9,2809,1047
9,10,2744,1047
9,11,2534,1047
9,12,2844,1047
3,1,145,114
3,2,-142,114
3,3,-210,114
3,4,37,114
3,5,85,114
3,6,292,114
3,7,118,114
3,8,313,114
3,9,-7,114
3,10,160,114
3,11,178,114
3,12,434,114
12,1,1378,418
12,2,100,418
12,3,233,418
12,4,379,418
12,5,520,418
12,6,578,418
12,7,528,418
12,8,801,418
12,9,907,418
12,10,800,418
12,11,1200,418
10,1,2806,170
10,2,3381,170
10,3,3532,170
10,4,3846,170
10,5,3808,170
10,6,3438,170
10,7,3500,170
10,8,3535,170
10,9,3396,170
10,10,3319,170
10,11,3149,170
10,12,3383,170
7,1,-3351,-3551
7,2,-3585,-3551
7,3,-3296,-3551
7,4,-3693,-3551
7,5,-3411,-3551
7,6,-3694,-3551
7,7,-4067,-3551
7,8,-3573,-3551
7,9,-3491,-3551
7,10,-3635,-3551
7,11,-3771,-3551
7,12,-3649,-3551
1,1,1853,1915
1,2,1783,1915
1,3,1923,1915
1,4,2016,1915
1,5,2033,1915
1,6,2142,1915
1,7,2097,1915
1,8,2241,1915
1,9,2024,1915
1,10,2085,1915
1,11,2291,1915
1,12,2361,1915
8,1,-287,-699
8,2,-664,-699
8,3,-1125,-699
8,4,-1093,-699
8,5,-1281,-699
8,6,-1290,-699
8,7,-1404,-699
8,8,-1332,-699
8,9,-1396,-699
8,10,-1312,-699
8,11,-1340,-699
8,12,-1339,-699
2,1,2902,2955
2,2,2529,2955
2,3,2475,2955
2,4,2290,2955
2,5,2363,2955
2,6,2384,2955
2,7,2401,2955
2,8,2479,2955
2,9,2286,2955
2,10,2391,2955
2,11,2403,2955
2,12,2309,2955
4,1,1945,1318
4,2,1849,1318
4,3,2153,1318
4,4,1884,1318
4,5,1879,1318
4,6,2065,1318
4,7,2064,1318
4,8,2154,1318
4,9,2123,1318
4,10,2321,1318
4,11,2170,1318
4,12,2136,1318
1,1,978,930
1,2,735,930
1,3,550,930
1,4,499,930
1,5,539,930
1,6,414,930
1,7,474,930
1,8,574,930
1,9,506,930
1,10,577,930
1,11,449,930
1,12,482,930
4,1,-136,-357
4,2,-180,-357
4,3,-688,-357
4,4,-719,-357
4,5,-915,-357
4,6,-915,-357
4,7,-986,-357
4,8,-893,-357
4,9,-1188,-357
4,10,-1200,-357
4,11,-1187,-357
4,12,-1115,-357
6,1,2240,-8
6,2,1839,-8
6,3,2786,-8
6,4,2921,-8
6,5,3586,-8
6,6,3638,-8
6,7,3445,-8
6,8,3463,-8
6,9,3558,-8
6,10,3561,-8
6,11,3753,-8
6,12,4058,-8
10,1,2574,2787
10,2,2604,2787
10,3,2665,2787
10,4,2355,2787
10,5,2325,2787
10,6,2486,2787
10,7,2425,2787
10,8,2334,2787
10,9,2343,2787
10,10,2367,2787
10,11,2394,2787
10,12,2777,2787
6,1,2558,1741
6,2,2296,1741
6,3,2691,1741
6,4,2548,1741
6,5,2794,1741
6,6,2632,1741
6,7,2859,1741
6,8,2491,1741
6,9,2561,1741
6,10,2562,1741
6,11,2722,1741
6,12,2806,1741
11,1,-3190,-3296
11,2,-3596,-3296
11,3,-3647,-3296
11,4,-3793,-3296
11,5,-3883,-3296
11,6,-3808,-3296
11,7,-3622,-3296
11,8,-3028,-3296
11,9,-3186,-3296
11,10,-3398,-3296
11,11,-3612,-3296
11,12,-3425,-3296
10,1,2615,2512
10,2,2318,2512
10,3,2285,2512
10,4,1895,2512
10,5,2074,2512
10,6,2166,2512
10,7,2141,2512
10,8,2486,2512
10,9,2530,2512
10,10,2724,2512
10,11,2459,2512
10,12,2411,2512
11,1,1365,444
11,2,1469,444
11,3,959,444
11,4,727,444
11,5,1042,444
11,6,870,444
11,7,803,444
11,8,908,444
11,9,1067,444
11,10,1073,444
11,11,1101,444
11,12,1088,444
2,1,-160,-153
2,2,-218,-153
2,3,-454,-153
2,4,-500,-153
2,5,-249,-153
2,6,-61,-153
2,7,-273,-153
2,8,-84,-153
2,9,-355,-153
2,10,0,-153
2,11,-203,-153
2,12,-178,-153
9,1,385,55
9,2,721,55
9,3,550,55
9,4,617,55
9,5,918,55
9,6,1240,55
9,7,1094,55
9,8,968,55
9,9,1139,55
9,10,1400,55
9,11,1329,55
9,12,882,55
11,1,-481,-842
11,2,-993,-842
11,3,-300,-842
11,4,-836,-842
11,5,-467,-842
11,6,-881,-842
11,7,-779,-842
11,8,-746,-842
11,9,-1430,-842
11,10,-1203,-842
11,11,-755,-842
11,12,-1620,-842
8,1,2283,981
8,2,2371,981
8,3,3043,981
8,4,3026,981
8,5,3565,981
8,6,3627,981
8,7,3857,981
8,8,3859,981
8,9,3937,981
8,10,3615,981
8,11,3686,981
8,12,3723,981
5,1,-529,-1390
5,2,-345,-1390
5,3,-857,-1390
5,4,-955,-1390
5,5,-1148,-1390
5,6,-900,-1390
5,7,-1148,-1390
5,8,-1194,-1390
5,9,-1341,-1390
5,10,-1362,-1390
5,11,-1193,-1390
5,12,-1118,-1390
5,1,-4102,-4476
5,2,-4302,-4476
5,3,-4153,-4476
5,4,-4295,-4476
5,5,-3798,-4476
5,6,-3664,-4476
5,7,-3916,-4476
5,8,-3596,-4476
5,9,-3741,-4476
5,10,-3618,-4476
5,11,-3686,-4476
5,12,-3565,-4476
8,1,462,25
8,2,773,25
8,3,1001,25
8,4,949,25
8,5,1115,25
8,6,1299,25
8,7,1406,25
8,8,1390,25
8,9,1343,25
8,10,1315,25
8,11,1401,25
8,12,1306,25
1,1,293,-433
1,2,72,-433
1,3,222,-433
1,4,116,-433
1,5,53,-433
1,6,-281,-433
1,7,-400,-433
1,8,-368,-433
1,9,-549,-433
1,10,-399,-433
1,11,-678,-433
1,12,-556,-433
6,1,-493,-458
6,2,-1605,-458
6,3,-1583,-458
6,4,-2258,-458
6,5,-2386,-458
6,6,-2184,-458
6,7,-2326,-458
6,8,-2166,-458
6,9,-2119,-458
6,10,-2310,-458
6,11,-2126,-458
6,12,-2128,-458
4,1,2689,2883
4,2,1804,2883
4,3,1780,2883
4,4,2118,2883
4,5,2086,2883
4,6,1929,2883
4,7,2089,2883
4,8,2279,2883
4,9,2021,2883
4,10,2064,2883
4,11,2249,2883
4,12,2272,2883
9,1,-1912,-2311
9,2,-2189,-2311
9,3,-1749,-2311
9,4,-1406,-2311
9,5,-1558,-2311
9,6,-1587,-2311
9,7,-1510,-2311
9,8,-1553,-2311
9,9,-1587,-2311
9,10,-1504,-2311
9,11,-1823,-2311
9,12,-1667,-2311
2,1,-208,-62
2,2,-119,-62
2,3,-119,-62
2,4,87,-62
2,5,-141,-62
2,6,43,-62
2,7,-41,-62
2,8,49,-62
2,9,191,-62
2,10,273,-62
2,11,322,-62
2,12,487,-62
3,1,-564,-651
3,2,-738,-651
3,3,-746,-651
3,4,-535,-651
3,5,-808,-651
3,6,-702,-651
3,7,-668,-651
3,8,-616,-651
3,9,-800,-651
3,10,-754,-651
3,11,-946,-651
3,12,-705,-651
7,1,-1881,-1475
7,2,-2634,-1475
7,3,-2725,-1475
7,4,-2519,-1475
7,5,-2871,-1475
7,6,-2626,-1475
7,7,-2873,-1475
7,8,-2997,-1475
7,9,-3207,-1475
7,10,-3282,-1475
7,11,-3211,-1475
7,12,-3341,-1475
11,1,2324,1059
11,2,1860,1059
11,3,3276,1059
11,4,2505,1059
11,5,2523,1059
11,6,2411,1059
11,7,2540,1059
11,8,2961,1059
11,9,2934,1059
11,10,2891,1059
11,11,2400,1059
11,12,2600,1059
6,1,-1370,-1935
6,2,-1375,-1935
6,3,-1321,-1935
6,4,-1429,-1935
6,5,-2015,-1935
6,6,-1982,-1935
6,7,-2112,-1935
6,8,-1788,-1935
6,9,-2405,-1935
6,10,-2426,-1935
6,11,-2513,-1935
6,12,-2407,-1935
8,1,-356,-617
8,2,-670,-617
8,3,-737,-617
8,4,-573,-617
8,5,-798,-617
8,6,-147,-617
8,7,43,-617
8,8,79,-617
8,9,204,-617
8,10,716,-617
8,11,314,-617
8,12,654,-617
6,1,2010,1577
6,2,1380,1577
6,3,1504,1577
6,4,1636,1577
6,5,1761,1577
6,6,1772,1577
6,7,1999,1577
6,8,1926,1577
6,9,1986,1577
6,10,1842,1577
6,11,1740,1577
6,12,1857,1577
6,1,393,22
6,2,369,22
6,3,583,22
6,4,850,22
6,5,737,22
6,6,931,22
6,7,703,22
6,8,616,22
6,9,618,22
6,10,515,22
6,11,745,22
6,12,741,22
6,1,649,59
6,2,189,59
6,3,233,59
6,4,319,59
6,5,104,59
6,6,228,59
6,7,688,59
6,8,683,59
6,9,333,59
6,10,625,59
6,11,514,59
6,12,522,59
6,1,2453,2652
6,2,2110,2652
6,3,2108,2652
6,4,2007,2652
6,5,2145,2652
6,6,1843,2652
6,7,1871,2652
6,8,1741,2652
6,9,1771,2652
6,10,1711,2652
6,11,1614,2652
6,12,1623,2652
5,1,2853,3397
5,2,2400,3397
5,3,2523,3397
5,4,2583,3397
5,5,2445,3397
5,6,2134,3397
5,7,1904,3397
5,8,1824,3397
5,9,1645,3397
5,10,1740,3397
5,11,1600,3397
5,12,1594,3397
6,1,5474,4380
6,2,4727,4380
6,3,4279,4380
6,4,4209,4380
6,5,3828,4380
6,6,3886,4380
6,7,4159,4380
6,8,4139,4380
6,9,4472,4380
6,10,4620,4380
6,11,4564,4380
6,12,4688,4380
3,1,-2527,-3036
3,2,-2257,-3036
3,3,-2229,-3036
3,4,-1834,-3036
3,5,-2179,-3036
3,6,-1807,-3036
3,7,-1918,-3036
3,8,-1678,-3036
3,9,-1718,-3036
3,10,-1599,-3036
3,11,-1669,-3036
3,12,-1566,-3036
3,1,-905,-839
3,2,-209,-839
3,3,-161,-839
3,4,-148,-839
3,5,85,-839
3,6,185,-839
3,7,76,-839
3,8,311,-839
3,9,310,-839
3,10,523,-839
3,11,359,-839
3,12,485,-839
5,1,-4008,-3690
5,2,-3777,-3690
5,3,-3754,-3690
5,4,-3919,-3690
5,5,-3452,-3690
5,6,-3279,-3690
5,7,-3438,-3690
5,8,-3326,-3690
5,9,-3437,-3690
5,10,-3259,-3690
5,11,-3274,-3690
5,12,-3195,-3690
8,1,1783,1475
8,2,1388,1475
8,3,1401,1475
8,4,1315,1475
8,5,1329,1475
8,6,1377,1475
8,7,1325,1475
8,8,1539,1475
8,9,1242,1475
8,10,1276,1475
8,11,1375,1475
8,12,1518,1475
4,1,-2496,-2102
4,2,-1885,-2102
4,3,-2400,-2102
4,4,-2035,-2102
4,5,-2127,-2102
4,6,-1657,-2102
4,7,-1778,-2102
4,8,-1463,-2102
4,9,-1488,-2102
4,10,-1436,-2102
4,11,-1443,-2102
4,12,-1568,-2102
7,1,1081,1579
7,2,802,1579
7,3,986,1579
7,4,759,1579
7,5,548,1579
7,6,759,1579
7,7,993,1579
7,8,953,1579
7,9,953,1579
7,10,811,1579
7,11,595,1579
7,12,671,1579
2,1,2342,2094
2,2,2379,2094
2,3,2343,2094
2,4,2682,2094
2,5,2588,2094
2,6,2998,2094
2,7,2931,2094
2,8,2988,2094
2,9,2974,2094
2,10,3084,2094
2,11,3078,2094
2,12,2943,2094
1,1,1134,603
1,2,1297,603
1,3,1213,603
1,4,1677,603
1,5,1202,603
1,6,1358,603
1,7,1118,603
1,8,1038,603
1,9,833,603
1,10,866,603
1,11,939,603
1,12,946,603
1,1,1233,1231
1,2,992,1231
1,3,623,1231
1,4,677,1231
1,5,531,1231
1,6,569,1231
1,7,357,1231
1,8,277,1231
1,9,150,1231
1,10,326,1231
1,11,44,1231
1,12,29,1231
9,1,-356,144
9,2,-547,144
9,3,32,144
9,4,431,144
9,5,238,144
9,6,158,144
9,7,198,144
9,8,337,144
9,9,258,144
9,10,618,144
9,11,613,144
9,12,715,144
4,1,-3797,-2890
4,2,-4275,-2890
4,3,-6063,-2890
4,4,-6399,-2890
4,5,-6399,-2890
4,6,-6399,-2890
4,7,-6399,-2890
4,8,-6399,-2890
4,9,-6399,-2890
4,10,-6399,-2890
4,11,-6399,-2890
4,12,-6399,-2890
10,1,1177,1147
10,2,1088,1147
10,3,1133,1147
10,4,912,1147
10,5,715,1147
10,6,641,1147
10,7,551,1147
10,8,468,1147
10,9,660,1147
10,10,528,1147
10,11,650,1147
10,12,643,1147
1,1,575,85
1,2,419,85
1,3,696,85
1,4,696,85
1,5,449,85
1,6,403,85
1,7,167,85
1,8,362,85
1,9,67,85
1,10,303,85
1,11,37,85
1,12,225,85
5,1,1707,1460
5,2,1628,1460
5,3,1792,1460
5,4,1687,1460
5,5,2136,1460
5,6,2153,1460
5,7,2324,1460
5,8,2026,1460
5,9,2023,1460
5,10,2016,1460
5,11,2035,1460
5,12,1834,1460
10,1,1752,1049
10,2,549,1049
10,3,619,1049
10,4,215,1049
10,5,920,1049
10,6,250,1049
10,7,467,1049
10,8,614,1049
10,9,400,1049
10,10,560,1049
10,11,738,1049
10,12,618,1049
10,1,-637,-871
10,2,-830,-871
10,3,-841,-871
10,4,-655,-871
10,5,-730,-871
10,6,-509,-871
10,7,-598,-871
10,8,-635,-871
10,9,-653,-871
10,10,-647,-871
10,11,-544,-871
10,12,-488,-871
2,1,589,453
2,2,346,453
2,3,162,453
2,4,145,453
2,5,-57,453
2,6,175,453
2,7,89,453
2,8,236,453
2,9,6,453
2,10,336,453
2,11,241,453
2,12,376,453
4,1,355,784
4,2,396,784
4,3,377,784
4,4,355,784
4,5,151,784
4,6,563,784
4,7,567,784
4,8,790,784
4,9,524,784
4,10,863,784
4,11,774,784
4,12,939,784
10,1,1562,1068
10,2,820,1068
10,3,489,1068
10,4,575,1068
10,5,415,1068
10,6,347,1068
10,7,510,1068
10,8,447,1068
10,9,479,1068
10,10,306,1068
10,11,443,1068
10,12,289,1068
4,1,2231,1329
4,2,1866,1329
4,3,2071,1329
4,4,2281,1329
4,5,2073,1329
4,6,2277,1329
4,7,2440,1329
4,8,2483,1329
4,9,2647,1329
4,10,2874,1329
4,11,2855,1329
4,12,2884,1329
8,1,-726,-795
8,2,-1417,-795
8,3,-1394,-795
8,4,-1425,-795
8,5,-1372,-795
8,6,-1618,-795
8,7,-1589,-795
8,8,-1556,-795
8,9,-1878,-795
8,10,-1804,-795
8,11,-1906,-795
8,12,-1923,-795
11,1,4099,3846
11,2,3103,3846
11,3,4068,3846
11,4,3148,3846
11,5,3406,3846
11,6,3143,3846
11,7,3184,3846
11,8,3612,3846
11,9,3825,3846
11,10,3710,3846
11,11,4013,3846
11,12,3946,3846
10,1,-299,-1345
10,2,-1094,-1345
10,3,-768,-1345
10,4,-1081,-1345
10,5,-1130,-1345
10,6,-1276,-1345
10,7,-1152,-1345
10,8,-1459,-1345
10,9,-1552,-1345
10,10,-1618,-1345
10,11,-1971,-1345
10,12,-1905,-1345
12,1,-2101,-2219
12,2,-2318,-2219
12,3,-2472,-2219
12,4,-2351,-2219
12,5,-2229,-2219
12,6,-2148,-2219
12,7,-2379,-2219
12,8,-2108,-2219
12,9,-2323,-2219
12,10,-2000,-2219
12,11,-2800,-2219
7,1,2624,2447
7,2,2478,2447
7,3,2850,2447
7,4,2542,2447
7,5,2314,2447
7,6,2218,2447
7,7,2185,2447
7,8,2143,2447
7,9,2480,2447
7,10,2296,2447
7,11,2657,2447
7,12,2691,2447
8,1,3601,2569
8,2,3078,2569
8,3,3559,2569
8,4,3573,2569
8,5,3290,2569
8,6,3549,2569
8,7,3619,2569
8,8,3561,2569
8,9,3354,2569
8,10,3656,2569
8,11,3657,2569
8,12,3862,2569
7,1,2676,1983
7,2,2449,1983
7,3,2518,1983
7,4,2615,1983
7,5,2417,1983
7,6,2460,1983
7,7,2175,1983
7,8,2400,1983
7,9,2305,1983
7,10,2524,1983
7,11,2509,1983
7,12,2608,1983
10,1,3540,3643
10,2,3111,3643
10,3,3416,3643
10,4,3128,3643
10,5,2949,3643
10,6,3461,3643
10,7,3295,3643
10,8,2993,3643
10,9,2995,3643
10,10,3438,3643
10,11,3457,3643
10,12,3727,3643
4,1,2649,2870
4,2,2503,2870
4,3,2449,2870
4,4,2176,2870
4,5,2141,2870
4,6,2231,2870
4,7,2422,2870
4,8,2284,2870
4,9,2444,2870
4,10,2216,2870
4,11,2377,2870
4,12,2291,2870
7,1,2392,2195
7,2,2412,2195
7,3,2065,2195
7,4,2320,2195
7,5,2372,2195
7,6,2246,2195
7,7,2111,2195
7,8,2352,2195
7,9,2271,2195
7,10,2541,2195
7,11,2705,2195
7,12,2800,2195
3,1,822,936
3,2,824,936
3,3,626,936
3,4,1019,936
3,5,632,936
3,6,834,936
3,7,558,936
3,8,501,936
3,9,220,936
3,10,45,936
3,11,-26,936
3,12,159,936
4,1,-1717,-2098
4,2,-1620,-2098
4,3,-1403,-2098
4,4,-1360,-2098
4,5,-1611,-2098
4,6,-1505,-2098
4,7,-1609,-2098
4,8,-1514,-2098
4,9,-1681,-2098
4,10,-1760,-2098
4,11,-1713,-2098
4,12,-1733,-2098
10,1,-1274,-1717
10,2,-1541,-1717
10,3,-1044,-1717
10,4,-1281,-1717
10,5,-849,-1717
10,6,-1032,-1717
10,7,-504,-1717
10,8,-698,-1717
10,9,-497,-1717
10,10,-465,-1717
10,11,-369,-1717
10,12,-146,-1717
4,1,1445,1151
4,2,1130,1151
4,3,1159,1151
4,4,1310,1151
4,5,1058,1151
4,6,1296,1151
4,7,1186,1151
4,8,1130,1151
4,9,1277,1151
4,10,1415,1151
4,11,1528,1151
4,12,1370,1151
7,1,1159,568
7,2,-369,568
7,3,295,568
7,4,502,568
7,5,441,568
7,6,576,568
7,7,410,568
7,8,158,568
7,9,243,568
7,10,353,568
7,11,489,568
7,12,601,568
7,1,3693,2689
7,2,3478,2689
7,3,4275,2689
7,4,4229,2689
7,5,4332,2689
7,6,4153,2689
7,7,4135,2689
7,8,3769,2689
7,9,3746,2689
7,10,3838,2689
7,11,3723,2689
7,12,3672,2689
3,1,94,-165
3,2,64,-165
3,3,-222,-165
3,4,150,-165
3,5,51,-165
3,6,48,-165
3,7,-56,-165
3,8,14,-165
3,9,-413,-165
3,10,-247,-165
3,11,-316,-165
3,12,-181,-165
3,1,588,954
3,2,796,954
3,3,624,954
3,4,956,954
3,5,562,954
3,6,668,954
3,7,604,954
3,8,683,954
3,9,679,954
3,10,1043,954
3,11,929,954
3,12,978,954
1,1,213,-429
1,2,174,-429
1,3,217,-429
1,4,127,-429
1,5,134,-429
1,6,164,-429
1,7,153,-429
1,8,267,-429
1,9,-4,-429
1,10,218,-429
1,11,81,-429
1,12,129,-429
11,1,1570,1481
11,2,1101,1481
11,3,1070,1481
11,4,546,1481
11,5,706,1481
11,6,719,1481
11,7,754,1481
11,8,569,1481
11,9,575,1481
11,10,565,1481
11,11,249,1481
11,12,321,1481
1,1,-37,-635
1,2,159,-635
1,3,422,-635
1,4,407,-635
1,5,520,-635
1,6,513,-635
1,7,454,-635
1,8,251,-635
1,9,159,-635
1,10,370,-635
1,11,379,-635
1,12,511,-635
3,1,1256,1331
3,2,1450,1331
3,3,1376,1331
3,4,1719,1331
3,5,1527,1331
3,6,1586,1331
3,7,1423,1331
3,8,1500,1331
3,9,1450,1331
3,10,1460,1331
3,11,1408,1331
3,12,1425,1331
11,1,-541,-1317
11,2,-1109,-1317
11,3,-845,-1317
11,4,-1465,-1317
11,5,-1490,-1317
11,6,-1533,-1317
11,7,-1632,-1317
11,8,-1647,-1317
11,9,-1633,-1317
11,10,-1986,-1317
11,11,-2000,-1317
11,12,-2000,-1317
3,1,729,883
3,2,916,883
3,3,859,883
3,4,883,883
3,5,1085,883
3,6,1064,883
3,7,1105,883
3,8,892,883
3,9,954,883
3,10,994,883
3,11,1120,883
3,12,1120,883
8,1,335,396
8,2,-91,396
8,3,318,396
8,4,232,396
8,5,865,396
8,6,568,396
8,7,1201,396
8,8,1133,396
8,9,1214,396
8,10,1079,396
8,11,1193,396
8,12,1386,396
11,1,3199,3104
11,2,2895,3104
11,3,2985,3104
11,4,2510,3104
11,5,2855,3104
11,6,2421,3104
11,7,2563,3104
11,8,2068,3104
11,9,2401,3104
11,10,2106,3104
11,11,2097,3104
11,12,2039,3104
4,1,1504,1266
4,2,1546,1266
4,3,1448,1266
4,4,1456,1266
4,5,1178,1266
4,6,1249,1266
4,7,1037,1266
4,8,1177,1266
4,9,1195,1266
4,10,1381,1266
4,11,1350,1266
4,12,1246,1266
11,1,1020,1082
11,2,842,1082
11,3,1579,1082
11,4,1153,1082
11,5,1476,1082
11,6,1461,1082
11,7,1414,1082
11,8,1262,1082
11,9,1419,1082
11,10,1127,1082
11,11,1321,1082
11,12,1275,1082
2,1,347,438
2,2,623,438
2,3,359,438
2,4,610,438
2,5,253,438
2,6,672,438
2,7,637,438
2,8,783,438
2,9,537,438
2,10,816,438
2,11,666,438
2,12,754,438
3,1,2017,2301
3,2,2104,2301
3,3,2356,2301
3,4,2380,2301
3,5,2281,2301
3,6,2451,2301
3,7,2088,2301
3,8,2428,2301
3,9,2245,2301
3,10,2378,2301
3,11,2255,2301
3,12,2389,2301
4,1,1719,2072
4,2,2071,2072
4,3,1773,2072
4,4,2488,2072
4,5,2552,2072
4,6,2414,2072
4,7,2507,2072
4,8,2445,2072
4,9,2321,2072
4,10,2483,2072
4,11,2191,2072
4,12,2923,2072
7,1,-749,-850
7,2,-895,-850
7,3,-440,-850
7,4,-451,-850
7,5,-163,-850
7,6,-470,-850
7,7,-219,-850
7,8,-173,-850
7,9,-158,-850
7,10,43,-850
7,11,156,-850
7,12,166,-850
3,1,-198,-165
3,2,-9,-165
3,3,171,-165
3,4,348,-165
3,5,135,-165
3,6,221,-165
3,7,-71,-165
3,8,41,-165
3,9,44,-165
3,10,92,-165
3,11,-31,-165
3,12,215,-165
6,1,1453,220
6,2,1306,220
6,3,1990,220
6,4,2076,220
6,5,2036,220
6,6,1938,220
6,7,2226,220
6,8,2170,220
6,9,2172,220
6,10,2146,220
6,11,2018,220
6,12,2129,220
4,1,1429,1252
4,2,1110,1252
4,3,1362,1252
4,4,1692,1252
4,5,1884,1252
4,6,1578,1252
4,7,1533,1252
4,8,1854,1252
4,9,1752,1252
4,10,1743,1252
4,11,1827,1252
4,12,1805,1252
5,1,3472,3352
5,2,3777,3352
5,3,3851,3352
5,4,3815,3352
5,5,3851,3352
5,6,3761,3352
5,7,3729,3352
5,8,3557,3352
5,9,3448,3352
5,10,3406,3352
5,11,3398,3352
5,12,3533,3352
7,1,1975,2044
7,2,1561,2044
7,3,1572,2044
7,4,1246,2044
7,5,1255,2044
7,6,1345,2044
7,7,1367,2044
7,8,1179,2044
7,9,1151,2044
7,10,1053,2044
7,11,1011,2044
7,12,990,2044
5,1,-2133,-2103
5,2,-1595,-2103
5,3,-1576,-2103
5,4,-1113,-2103
5,5,-980,-2103
5,6,-655,-2103
5,7,-831,-2103
5,8,-734,-2103
5,9,-887,-2103
5,10,-717,-2103
5,11,-693,-2103
5,12,-546,-2103
1,1,-40,-95
1,2,241,-95
1,3,-34,-95
1,4,335,-95
1,5,346,-95
1,6,222,-95
1,7,210,-95
1,8,259,-95
1,9,128,-95
1,10,127,-95
1,11,252,-95
1,12,501,-95
2,1,-2647,-2926
2,2,-2353,-2926
2,3,-2500,-2926
2,4,-2321,-2926
2,5,-2413,-2926
2,6,-2284,-2926
2,7,-2463,-2926
2,8,-2355,-2926
2,9,-2425,-2926
2,10,-2437,-2926
2,11,-2558,-2926
2,12,-2536,-2926
10,1,-121,-908
10,2,-599,-908
10,3,-158,-908
10,4,-452,-908
10,5,-101,-908
10,6,-188,-908
10,7,-378,-908
10,8,-46,-908
10,9,-139,-908
10,10,-237,-908
10,11,-29,-908
10,12,-71,-908
12,1,2402,1678
12,2,2008,1678
12,3,2748,1678
12,4,2222,1678
12,5,2622,1678
12,6,2711,1678
12,7,2722,1678
12,8,2722,1678
12,9,2816,1678
12,10,3200,1678
12,11,3400,1678
5,1,2250,2487
5,2,2180,2487
5,3,1923,2487
5,4,2042,2487
5,5,2030,2487
5,6,2130,2487
5,7,2160,2487
5,8,2066,2487
5,9,2096,2487
5,10,1786,2487
5,11,1703,2487
5,12,1680,2487
9,1,-1413,-3553
9,2,-1388,-3553
9,3,-96,-3553
9,4,-1390,-3553
9,5,-666,-3553
9,6,-778,-3553
9,7,-1178,-3553
9,8,-1339,-3553
9,9,-1475,-3553
9,10,-1483,-3553
9,11,-1193,-3553
9,12,-1339,-3553
2,1,141,112
2,2,98,112
2,3,143,112
2,4,562,112
2,5,502,112
2,6,223,112
2,7,133,112
2,8,178,112
2,9,-160,112
2,10,98,112
2,11,-272,112
2,12,-255,112
9,1,-1508,-1235
9,2,-1983,-1235
9,3,-1826,-1235
9,4,-1869,-1235
9,5,-1811,-1235
9,6,-1912,-1235
9,7,-1850,-1235
9,8,-1841,-1235
9,9,-2006,-1235
9,10,-1876,-1235
9,11,-1835,-1235
9,12,-1933,-1235
11,1,3153,2778
11,2,3143,2778
11,3,3445,2778
11,4,3855,2778
