islay 0.1.0 - Othello/Reversi engine (movegen backend: hybrid (int+NEON))
type 'uci', 'go perft <depth> [nocache]', 'd', 'test', or 'quit'
info string pattern weights loaded: weights/v12.pat (v3, 15 stages x 167332)
info string option EvalFile = weights/v12.pat
stage,depth,score,standpat
4,11,3120,2987
4,12,3156,2987
1,1,362,171
1,2,309,171
1,3,316,171
1,4,541,171
1,5,370,171
1,6,459,171
1,7,373,171
1,8,316,171
1,9,196,171
1,10,360,171
1,11,179,171
1,12,413,171
7,1,118,-374
7,2,302,-374
7,3,1516,-374
7,4,1571,-374
7,5,2227,-374
7,6,2259,-374
7,7,2620,-374
7,8,2773,-374
7,9,2876,-374
7,10,2180,-374
7,11,2675,-374
7,12,2496,-374
1,1,-688,-585
1,2,-345,-585
1,3,-507,-585
1,4,-273,-585
1,5,-480,-585
1,6,-118,-585
1,7,-494,-585
1,8,-102,-585
1,9,-167,-585
1,10,-76,-585
1,11,-136,-585
1,12,117,-585
9,1,128,22
9,2,-744,22
9,3,-720,22
9,4,-1046,22
9,5,-837,22
9,6,-935,22
9,7,-957,22
9,8,-867,22
9,9,-423,22
9,10,-787,22
9,11,-808,22
9,12,-891,22
5,1,290,331
5,2,-695,331
5,3,-549,331
5,4,-705,331
5,5,-687,331
5,6,-467,331
5,7,-266,331
5,8,-118,331
5,9,-325,331
5,10,-318,331
5,11,-466,331
5,12,-295,331
12,1,3803,3022
12,2,3508,3022
12,3,3969,3022
12,4,3634,3022
12,5,3508,3022
12,6,3882,3022
12,7,3693,3022
12,8,3963,3022
12,9,4516,3022
12,10,4400,3022
12,11,4400,3022
12,12,5200,3022
12,1,2688,1972
12,2,2608,1972
12,3,3354,1972
12,4,2786,1972
12,5,2766,1972
12,6,2427,1972
12,7,3037,1972
12,8,3495,1972
12,9,3491,1972
12,10,3547,1972
12,11,3617,1972
12,12,3800,1972
8,1,2445,1803
8,2,2520,1803
8,3,2726,1803
8,4,2568,1803
8,5,2593,1803
8,6,2492,1803
8,7,2460,1803
8,8,2400,1803
8,9,2483,1803
8,10,2431,1803
8,11,2533,1803
8,12,2287,1803
2,1,-1140,-1153
2,2,-805,-1153
2,3,-858,-1153
2,4,-549,-1153
2,5,-658,-1153
2,6,-323,-1153
2,7,-538,-1153
2,8,-204,-1153
2,9,-356,-1153
2,10,-431,-1153
2,11,-397,-1153
2,12,-196,-1153
8,1,-1002,-1625
8,2,-1162,-1625
8,3,-546,-1625
8,4,-796,-1625
8,5,-920,-1625
8,6,-740,-1625
8,7,-753,-1625
8,8,-710,-1625
8,9,-516,-1625
8,10,-520,-1625
8,11,-539,-1625
8,12,-496,-1625
4,1,46,391
4,2,-74,391
4,3,-244,391
4,4,-76,391
4,5,-254,391
4,6,-166,391
4,7,29,391
4,8,346,391
4,9,-25,391
4,10,147,391
4,11,-128,391
4,12,118,391
7,1,-1921,-1952
7,2,-1978,-1952
7,3,-1796,-1952
7,4,-2042,-1952
7,5,-1605,-1952
7,6,-1689,-1952
7,7,-1830,-1952
7,8,-1322,-1952
7,9,-1162,-1952
7,10,-1402,-1952
7,11,-1252,-1952
7,12,-1202,-1952
1,1,333,493
1,2,549,493
1,3,594,493
1,4,633,493
1,5,636,493
1,6,568,493
1,7,490,493
1,8,616,493
1,9,639,493
1,10,610,493
1,11,692,493
1,12,764,493
7,1,-3454,-3181
7,2,-3497,-3181
7,3,-3615,-3181
7,4,-3654,-3181
7,5,-3683,-3181
7,6,-3637,-3181
7,7,-4094,-3181
7,8,-3870,-3181
7,9,-4054,-3181
7,10,-3773,-3181
7,11,-3863,-3181
7,12,-3702,-3181
9,1,784,275
9,2,413,275
9,3,642,275
9,4,532,275
9,5,410,275
9,6,1022,275
9,7,1510,275
9,8,1530,275
9,9,1559,275
9,10,1976,275
9,11,1301,275
9,12,1718,275
12,1,2146,1719
12,2,824,1719
12,3,918,1719
12,4,638,1719
12,5,1256,1719
12,6,463,1719
12,7,529,1719
12,8,650,1719
12,9,666,1719
12,10,492,1719
12,11,800,1719
12,12,1000,1719
1,1,602,649
1,2,633,649
1,3,544,649
1,4,499,649
1,5,455,649
1,6,500,649
1,7,588,649
1,8,665,649
1,9,504,649
1,10,655,649
1,11,473,649
1,12,574,649
4,1,2911,3167
4,2,2341,3167
4,3,3104,3167
4,4,2928,3167
4,5,3230,3167
4,6,3099,3167
4,7,2428,3167
4,8,2559,3167
4,9,2477,3167
4,10,2114,3167
4,11,2091,3167
4,12,2195,3167
5,1,603,763
5,2,-47,763
5,3,-74,763
5,4,-257,763
5,5,23,763
5,6,101,763
5,7,73,763
5,8,240,763
5,9,228,763
5,10,151,763
5,11,39,763
5,12,93,763
5,1,2618,2380
5,2,2764,2380
5,3,2397,2380
5,4,2219,2380
5,5,2357,2380
5,6,2285,2380
5,7,2224,2380
5,8,2209,2380
5,9,2164,2380
5,10,2205,2380
5,11,2131,2380
5,12,2030,2380
8,1,2881,3049
8,2,2202,3049
8,3,2456,3049
8,4,2395,3049
8,5,2806,3049
8,6,2713,3049
8,7,2944,3049
8,8,2814,3049
8,9,2717,3049
8,10,2831,3049
8,11,2932,3049
8,12,2960,3049
10,1,5287,4656
10,2,5129,4656
10,3,5183,4656
10,4,5593,4656
10,5,5500,4656
10,6,5370,4656
10,7,5054,4656
10,8,5193,4656
10,9,4935,4656
10,10,4989,4656
10,11,5320,4656
10,12,5145,4656
11,1,1049,-155
11,2,746,-155
11,3,1415,-155
11,4,1154,-155
11,5,1364,-155
11,6,1343,-155
11,7,1421,-155
11,8,1569,-155
11,9,1668,-155
11,10,1425,-155
11,11,1498,-155
11,12,1575,-155
5,1,2485,2318
5,2,2708,2318
5,3,2752,2318
5,4,2727,2318
5,5,3079,2318
5,6,3149,2318
5,7,3247,2318
5,8,3371,2318
5,9,3664,2318
5,10,3442,2318
5,11,3382,2318
5,12,3270,2318
5,1,-2161,-2359
5,2,-2554,-2359
5,3,-2330,-2359
5,4,-2323,-2359
5,5,-2292,-2359
5,6,-2235,-2359
5,7,-2325,-2359
5,8,-2351,-2359
5,9,-2396,-2359
5,10,-2371,-2359
5,11,-2409,-2359
5,12,-2350,-2359
7,1,-2458,-2738
7,2,-2934,-2738
7,3,-2443,-2738
7,4,-2610,-2738
7,5,-1598,-2738
7,6,-1571,-2738
7,7,-1710,-2738
7,8,-1885,-2738
7,9,-1860,-2738
7,10,-1677,-2738
7,11,-1801,-2738
7,12,-1044,-2738
1,1,0,70
1,2,-310,70
1,3,-436,70
1,4,-411,70
1,5,-346,70
1,6,-234,70
1,7,-69,70
1,8,-104,70
1,9,-218,70
1,10,-195,70
1,11,-427,70
1,12,-268,70
6,1,3435,3571
6,2,2950,3571
6,3,2734,3571
6,4,2757,3571
6,5,2848,3571
6,6,2806,3571
6,7,2785,3571
6,8,2628,3571
6,9,2860,3571
6,10,2837,3571
6,11,2786,3571
6,12,2803,3571
10,1,183,-909
10,2,-446,-909
10,3,204,-909
10,4,39,-909
10,5,402,-909
10,6,171,-909
10,7,488,-909
10,8,373,-909
10,9,405,-909
10,10,600,-909
10,11,821,-909
10,12,839,-909
1,1,271,-95
1,2,482,-95
1,3,310,-95
1,4,352,-95
1,5,295,-95
1,6,217,-95
1,7,-8,-95
1,8,74,-95
1,9,-71,-95
1,10,109,-95
1,11,48,-95
1,12,22,-95
1,1,296,-32
1,2,198,-32
1,3,112,-32
1,4,295,-32
1,5,154,-32
1,6,360,-32
1,7,232,-32
1,8,416,-32
1,9,362,-32
1,10,478,-32
1,11,372,-32
1,12,534,-32
11,1,-351,-872
11,2,-1477,-872
11,3,-892,-872
11,4,-1001,-872
11,5,-1938,-872
11,6,-2199,-872
11,7,-2173,-872
11,8,-1760,-872
11,9,-2412,-872
11,10,-1753,-872
11,11,-1711,-872
11,12,-2000,-872
10,1,1365,929
10,2,976,929
10,3,1427,929
10,4,1314,929
10,5,1277,929
10,6,1407,929
10,7,1570,929
10,8,1766,929
10,9,1680,929
10,10,1366,929
10,11,1404,929
10,12,1261,929
2,1,-360,-43
2,2,-485,-43
2,3,-493,-43
2,4,-195,-43
2,5,-383,-43
2,6,-184,-43
2,7,-233,-43
2,8,-281,-43
2,9,-588,-43
2,10,-542,-43
2,11,-816,-43
2,12,-655,-43
10,1,-449,-673
10,2,-503,-673
10,3,-626,-673
10,4,-842,-673
10,5,-894,-673
10,6,-989,-673
10,7,-787,-673
10,8,-757,-673
10,9,-878,-673
10,10,-764,-673
10,11,-929,-673
10,12,-789,-673
11,1,2700,2880
11,2,2382,2880
11,3,1899,2880
11,4,1817,2880
11,5,1888,2880
11,6,1701,2880
11,7,1757,2880
11,8,1399,2880
11,9,1491,2880
11,10,1723,2880
11,11,1551,2880
11,12,1339,2880
4,1,3504,3552
4,2,2753,3552
4,3,2426,3552
4,4,2801,3552
4,5,2338,3552
4,6,2364,3552
4,7,2074,3552
4,8,1914,3552
4,9,2095,3552
4,10,2142,3552
4,11,1971,3552
4,12,1960,3552
10,1,-1797,-2578
10,2,-2486,-2578
10,3,-2468,-2578
10,4,-2805,-2578
10,5,-2756,-2578
10,6,-2466,-2578
10,7,-2583,-2578
10,8,-2496,-2578
10,9,-2576,-2578
10,10,-3082,-2578
10,11,-2700,-2578
10,12,-2984,-2578
11,1,558,269
11,2,-48,269
11,3,275,269
11,4,-214,269
11,5,-133,269
11,6,-116,269
11,7,69,269
11,8,-126,269
11,9,302,269
11,10,504,269
11,11,466,269
11,12,800,269
8,1,628,558
8,2,-169,558
8,3,158,558
8,4,-373,558
8,5,-168,558
8,6,-343,558
8,7,-432,558
8,8,-446,558
8,9,-323,558
8,10,-449,558
8,11,-655,558
8,12,-342,558
6,1,684,403
6,2,477,403
6,3,226,403
6,4,114,403
6,5,236,403
6,6,237,403
6,7,-218,403
6,8,-346,403
6,9,-409,403
6,10,-678,403
6,11,-566,403
6,12,-620,403
1,1,904,354
1,2,519,354
1,3,531,354
1,4,160,354
1,5,58,354
1,6,126,354
1,7,143,354
1,8,26,354
1,9,61,354
1,10,-92,354
1,11,-148,354
1,12,-109,354
3,1,-1287,-1632
3,2,-1326,-1632
3,3,-1555,-1632
3,4,-1285,-1632
3,5,-1307,-1632
3,6,-1044,-1632
3,7,-1346,-1632
3,8,-789,-1632
3,9,-955,-1632
3,10,-1065,-1632
3,11,-1098,-1632
3,12,-951,-1632
1,1,256,391
1,2,120,391
1,3,219,391
1,4,328,391
1,5,295,391
1,6,606,391
1,7,394,391
1,8,655,391
1,9,451,391
1,10,637,391
1,11,558,391
1,12,667,391
9,1,-349,-1617
9,2,-891,-1617
9,3,129,-1617
9,4,-509,-1617
9,5,-44,-1617
9,6,-79,-1617
9,7,381,-1617
9,8,641,-1617
9,9,677,-1617
9,10,507,-1617
9,11,818,-1617
9,12,137,-1617
10,1,264,-163
10,2,222,-163
10,3,361,-163
10,4,84,-163
10,5,251,-163
10,6,974,-163
10,7,1015,-163
10,8,1115,-163
10,9,1044,-163
10,10,1196,-163
10,11,1134,-163
10,12,1279,-163
2,1,3832,3620
2,2,3674,3620
2,3,3695,3620
2,4,3430,3620
2,5,3445,3620
2,6,3465,3620
2,7,3331,3620
2,8,3330,3620
2,9,3358,3620
2,10,3396,3620
2,11,3137,3620
2,12,3134,3620
11,1,709,-345
11,2,101,-345
11,3,635,-345
11,4,986,-345
11,5,1007,-345
11,6,619,-345
11,7,861,-345
11,8,593,-345
11,9,565,-345
11,10,570,-345
11,11,600,-345
11,12,940,-345
3,1,259,516
3,2,182,516
3,3,384,516
3,4,471,516
3,5,239,516
3,6,522,516
3,7,395,516
3,8,406,516
3,9,443,516
3,10,417,516
3,11,383,516
3,12,483,516
6,1,1816,1599
6,2,1550,1599
6,3,1569,1599
6,4,1511,1599
6,5,1376,1599
6,6,1234,1599
6,7,1575,1599
6,8,1379,1599
6,9,1601,1599
6,10,1258,1599
6,11,1246,1599
6,12,1070,1599
1,1,-46,-520
1,2,-126,-520
1,3,13,-520
1,4,99,-520
1,5,80,-520
1,6,193,-520
1,7,-174,-520
1,8,99,-520
1,9,-120,-520
1,10,187,-520
1,11,-83,-520
1,12,62,-520
1,1,45,77
1,2,-300,77
1,3,-3,77
1,4,46,77
1,5,65,77
1,6,223,77
1,7,155,77
1,8,210,77
1,9,87,77
1,10,75,77
1,11,103,77
1,12,108,77
11,1,1323,248
11,2,716,248
11,3,1110,248
11,4,478,248
11,5,581,248
11,6,596,248
11,7,626,248
11,8,829,248
11,9,920,248
11,10,919,248
11,11,751,248
11,12,600,248
10,1,-592,-594
10,2,-993,-594
10,3,-456,-594
10,4,-502,-594
10,5,-470,-594
10,6,-445,-594
10,7,-189,-594
10,8,-142,-594
10,9,-26,-594
10,10,190,-594
10,11,962,-594
10,12,968,-594
5,1,-2088,-2399
5,2,-2263,-2399
5,3,-2166,-2399
5,4,-2331,-2399
5,5,-2054,-2399
5,6,-1934,-2399
5,7,-1929,-2399
5,8,-1836,-2399
5,9,-1997,-2399
5,10,-2013,-2399
5,11,-1981,-2399
5,12,-1866,-2399
9,1,223,-289
9,2,393,-289
9,3,724,-289
9,4,448,-289
9,5,-152,-289
9,6,566,-289
9,7,-364,-289
9,8,374,-289
9,9,226,-289
9,10,332,-289
9,11,-153,-289
9,12,77,-289
6,1,1863,2254
6,2,2129,2254
6,3,2181,2254
6,4,2211,2254
6,5,1789,2254
6,6,2090,2254
6,7,2101,2254
6,8,1740,2254
6,9,1740,2254
6,10,2011,2254
6,11,1867,2254
6,12,2010,2254
7,1,404,129
7,2,-134,129
7,3,-102,129
7,4,-358,129
7,5,-557,129
7,6,-184,129
7,7,-324,129
7,8,-173,129
7,9,-225,129
7,10,-253,129
7,11,-239,129
7,12,-284,129
8,1,1797,1037
8,2,1349,1037
8,3,2186,1037
8,4,1784,1037
8,5,1815,1037
8,6,2134,1037
8,7,2039,1037
8,8,2363,1037
8,9,2358,1037
8,10,2391,1037
8,11,2500,1037
8,12,2602,1037
5,1,-2188,-1760
5,2,-2306,-1760
5,3,-2255,-1760
5,4,-2286,-1760
5,5,-2431,-1760
5,6,-2285,-1760
5,7,-2221,-1760
5,8,-2399,-1760
5,9,-2357,-1760
5,10,-2489,-1760
5,11,-2535,-1760
5,12,-2471,-1760
8,1,2714,2032
8,2,2463,2032
8,3,2786,2032
8,4,2599,2032
8,5,2809,2032
8,6,2897,2032
8,7,3000,2032
8,8,3066,2032
8,9,3021,2032
8,10,3237,2032
8,11,3271,2032
8,12,3024,2032
11,1,2215,1519
11,2,2054,1519
11,3,2119,1519
11,4,2399,1519
11,5,2320,1519
11,6,2322,1519
11,7,2492,1519
11,8,2375,1519
11,9,2309,1519
11,10,2612,1519
11,11,2754,1519
11,12,2722,1519
10,1,3289,2744
10,2,3301,2744
10,3,3489,2744
10,4,3555,2744
10,5,3598,2744
10,6,3424,2744
10,7,3340,2744
10,8,3579,2744
10,9,3234,2744
10,10,3548,2744
10,11,3712,2744
10,12,3806,2744
8,1,1432,737
8,2,1808,737
8,3,1443,737
8,4,1219,737
8,5,1271,737
8,6,1317,737
8,7,1448,737
8,8,1404,737
8,9,1258,737
8,10,1749,737
8,11,1822,737
8,12,1858,737
10,1,2981,2267
10,2,3042,2267
10,3,2737,2267
10,4,2727,2267
10,5,2669,2267
10,6,2751,2267
10,7,2547,2267
10,8,2623,2267
10,9,2912,2267
10,10,2911,2267
10,11,2908,2267
10,12,2931,2267
11,1,1762,1042
11,2,1390,1042
11,3,2132,1042
11,4,2153,1042
11,5,1766,1042
11,6,1924,1042
11,7,1647,1042
11,8,1747,1042
11,9,2027,1042
11,10,1817,1042
11,11,1800,1042
11,12,1800,1042
1,1,424,305
1,2,534,305
1,3,401,305
1,4,403,305
1,5,297,305
1,6,413,305
1,7,401,305
1,8,743,305
1,9,596,305
1,10,895,305
1,11,512,305
1,12,669,305
1,1,333,29
1,2,390,29
1,3,289,29
1,4,105,29
1,5,-15,29
1,6,-200,29
1,7,-176,29
1,8,18,29
1,9,-184,29
1,10,-59,29
1,11,-264,29
1,12,-226,29
11,1,-378,-740
11,2,-1616,-740
11,3,-1640,-740
11,4,-2088,-740
11,5,-1678,-740
11,6,-1777,-740
11,7,-1446,-740
11,8,-1581,-740
11,9,-1690,-740
11,10,-1604,-740
11,11,-1938,-740
11,12,-1997,-740
10,1,887,824
10,2,720,824
10,3,400,824
10,4,500,824
10,5,890,824
10,6,938,824
10,7,965,824
10,8,757,824
10,9,601,824
10,10,773,824
10,11,707,824
10,12,350,824
9,1,-2298,-2927
9,2,-2171,-2927
9,3,-1975,-2927
9,4,-2199,-2927
9,5,-1976,-2927
9,6,-1935,-2927
9,7,-1960,-2927
9,8,-1780,-2927
9,9,-1886,-2927
9,10,-1981,-2927
9,11,-1847,-2927
9,12,-2149,-2927
10,1,-1282,-1806
10,2,-2036,-1806
10,3,-2011,-1806
10,4,-2010,-1806
10,5,-1694,-1806
10,6,-1470,-1806
10,7,-1902,-1806
10,8,-1435,-1806
10,9,-1261,-1806
10,10,-1794,-1806
10,11,-2028,-1806
10,12,-1903,-1806
9,1,1662,-178
9,2,1080,-178
9,3,1082,-178
9,4,1002,-178
9,5,962,-178
9,6,845,-178
9,7,882,-178
9,8,805,-178
9,9,732,-178
9,10,572,-178
9,11,652,-178
9,12,471,-178
5,1,3773,3567
5,2,3990,3567
5,3,3900,3567
5,4,3698,3567
5,5,3630,3567
5,6,3405,3567
5,7,3426,3567
5,8,3332,3567
5,9,3282,3567
5,10,3162,3567
5,11,3382,3567
5,12,3202,3567
1,1,408,203
1,2,427,203
1,3,398,203
1,4,417,203
1,5,130,203
1,6,174,203
1,7,78,203
1,8,178,203
1,9,-45,203
1,10,78,203
1,11,-67,203
1,12,76,203
3,1,104,-321
3,2,117,-321
3,3,-168,-321
3,4,114,-321
3,5,-660,-321
3,6,-371,-321
3,7,-645,-321
3,8,-847,-321
3,9,-947,-321
3,10,-950,-321
3,11,-1022,-321
3,12,-914,-321
5,1,-2048,-1732
5,2,-1288,-1732
5,3,-1140,-1732
5,4,-649,-1732
5,5,-657,-1732
5,6,-685,-1732
5,7,-337,-1732
5,8,-622,-1732
5,9,-496,-1732
5,10,-520,-1732
5,11,-617,-1732
5,12,-285,-1732
12,1,742,69
12,2,4,69
12,3,425,69
12,4,675,69
12,5,596,69
12,6,697,69
12,7,336,69
12,8,372,69
12,9,393,69
12,10,603,69
12,11,600,69
5,1,-1024,-1774
5,2,-1065,-1774
5,3,-1252,-1774
5,4,-1328,-1774
5,5,-1236,-1774
5,6,-1123,-1774
5,7,-1225,-1774
5,8,-1254,-1774
5,9,-1390,-1774
5,10,-1435,-1774
5,11,-1464,-1774
5,12,-1420,-1774
10,1,-2487,-3057
10,2,-3030,-3057
10,3,-3230,-3057
10,4,-3345,-3057
10,5,-3074,-3057
10,6,-3060,-3057
10,7,-3253,-3057
10,8,-3346,-3057
10,9,-3556,-3057
10,10,-3520,-3057
10,11,-3823,-3057
10,12,-3864,-3057
7,1,-1475,-1787
7,2,-1315,-1787
7,3,-982,-1787
7,4,-1020,-1787
7,5,-997,-1787
7,6,-876,-1787
7,7,-755,-1787
7,8,-845,-1787
7,9,-789,-1787
7,10,-681,-1787
7,11,-731,-1787
7,12,-465,-1787
10,1,-2212,-2526
10,2,-2775,-2526
10,3,-2800,-2526
10,4,-2861,-2526
10,5,-2751,-2526
10,6,-2745,-2526
10,7,-2832,-2526
10,8,-2946,-2526
10,9,-2803,-2526
10,10,-2766,-2526
10,11,-2426,-2526
10,12,-2367,-2526
5,1,1732,1755
5,2,1553,1755
5,3,1627,1755
5,4,1533,1755
5,5,1363,1755
5,6,1458,1755
5,7,1297,1755
5,8,1357,1755
5,9,1351,1755
5,10,1306,1755
5,11,1329,1755
5,12,1378,1755
7,1,4095,3708
7,2,2929,3708
7,3,3159,3708
7,4,3438,3708
7,5,3349,3708
7,6,3280,3708
7,7,3313,3708
7,8,3224,3708
7,9,3476,3708
7,10,3096,3708
7,11,3146,3708
7,12,2960,3708
9,1,-2776,-3033
9,2,-2999,-3033
9,3,-2955,-3033
9,4,-2776,-3033
9,5,-2796,-3033
9,6,-2640,-3033
9,7,-2397,-3033
9,8,-2444,-3033
9,9,-2543,-3033
9,10,-2520,-3033
9,11,-2532,-3033
9,12,-2526,-3033
9,1,-1552,-1454
9,2,-1391,-1454
9,3,-1044,-1454
9,4,-1166,-1454
9,5,-1147,-1454
9,6,-1288,-1454
9,7,-1286,-1454
9,8,-1275,-1454
9,9,-1291,-1454
9,10,-1199,-1454
9,11,-1332,-1454
9,12,-1353,-1454
5,1,2969,3182
5,2,3074,3182
5,3,3023,3182
5,4,2945,3182
5,5,2858,3182
5,6,2701,3182
5,7,2374,3182
5,8,2291,3182
5,9,2179,3182
5,10,2155,3182
5,11,1987,3182
5,12,1871,3182
11,1,4528,2629
11,2,4148,2629
11,3,3284,2629
11,4,3653,2629
11,5,3980,2629
11,6,4020,2629
11,7,4674,2629
11,8,4768,2629
11,9,4734,2629
11,10,4400,2629
11,11,4400,2629
11,12,5200,2629
7,1,2948,2347
7,2,3040,2347
7,3,2810,2347
7,4,2662,2347
7,5,2692,2347
7,6,2345,2347
7,7,2399,2347
7,8,2412,2347
7,9,2344,2347
7,10,2428,2347
7,11,2425,2347
7,12,2488,2347
5,1,-114,-100
5,2,-335,-100
5,3,-152,-100
5,4,-267,-100
5,5,-408,-100
5,6,-543,-100
5,7,-582,-100
5,8,-759,-100
5,9,-899,-100
5,10,-964,-100
5,11,-1169,-100
5,12,-1025,-100
1,1,398,369
1,2,105,369
1,3,34,369
1,4,227,369
1,5,221,369
1,6,158,369
1,7,50,369
1,8,170,369
1,9,81,369
1,10,176,369
1,11,80,369
1,12,523,369
7,1,-615,-2025
7,2,-837,-2025
7,3,-656,-2025
7,4,-704,-2025
7,5,-398,-2025
7,6,-524,-2025
7,7,-559,-2025
7,8,-802,-2025
7,9,-801,-2025
7,10,-786,-2025
7,11,-865,-2025
7,12,-814,-2025
12,1,452,7
12,2,-231,7
12,3,31,7
12,4,-326,7
12,5,28,7
12,6,-442,7
12,7,-325,7
12,8,-341,7
12,9,-301,7
12,10,-247,7
12,11,-275,7
12,12,200,7
8,1,2458,2548
8,2,2148,2548
8,3,2836,2548
8,4,2792,2548
8,5,2976,2548
8,6,3073,2548
8,7,2830,2548
8,8,2910,2548
8,9,2694,2548
8,10,2462,2548
8,11,2648,2548
8,12,2655,2548
7,1,3527,3623
7,2,2535,3623
7,3,2677,3623
7,4,2481,3623
7,5,2533,3623
7,6,2331,3623
7,7,2369,3623
7,8,2344,3623
7,9,2182,3623
7,10,2333,3623
7,11,2377,3623
7,12,2271,3623
3,1,3059,2661
3,2,2832,2661
3,3,2995,2661
3,4,2896,2661
3,5,2703,2661
3,6,2357,2661
3,7,2548,2661
3,8,1925,2661
3,9,1995,2661
3,10,1875,2661
3,11,1852,2661
3,12,1766,2661
8,1,1934,1673
8,2,1986,1673
8,3,2586,1673
8,4,2499,1673
8,5,2496,1673
8,6,2295,1673
8,7,2217,1673
8,8,2079,1673
8,9,2276,1673
8,10,2245,1673
8,11,2474,1673
8,12,2350,1673
2,1,781,902
2,2,758,902
2,3,510,902
2,4,826,902
2,5,409,902
2,6,465,902
2,7,311,902
2,8,572,902
2,9,432,902
2,10,765,902
2,11,666,902
2,12,807,902
2,1,598,129
2,2,881,129
2,3,604,129
2,4,853,129
2,5,1285,129
2,6,1080,129
2,7,1240,129
2,8,1226,129
2,9,1403,129
2,10,1169,129
2,11,1080,129
2,12,1165,129
6,1,2985,2707
6,2,2345,2707
6,3,2568,2707
6,4,2649,2707
6,5,2588,2707
6,6,2407,2707
6,7,2531,2707
6,8,2288,2707
6,9,2346,2707
6,10,2503,2707
6,11,2419,2707
6,12,2354,2707
10,1,3531,3262
10,2,2971,3262
10,3,3252,3262
10,4,3002,3262
10,5,2962,3262
10,6,3087,3262
10,7,3337,3262
10,8,3304,3262
10,9,3296,3262
10,10,3298,3262
10,11,3336,3262
10,12,3211,3262
1,1,656,96
1,2,256,96
1,3,814,96
1,4,784,96
1,5,882,96
1,6,778,96
1,7,755,96
1,8,694,96
1,9,848,96
1,10,973,96
1,11,839,96
1,12,976,96
3,1,2673,2226
3,2,2654,2226
3,3,2770,2226
3,4,2671,2226
3,5,2223,2226
3,6,2345,2226
3,7,2085,2226
3,8,2064,2226
3,9,2195,2226
3,10,2236,2226
3,11,2182,2226
3,12,2227,2226
6,1,510,573
6,2,270,573
6,3,195,573
6,4,-169,573
6,5,-127,573
6,6,-254,573
6,7,-355,573
6,8,-123,573
6,9,227,573
6,10,217,573
6,11,355,573
6,12,200,573
4,1,538,820
4,2,466,820
4,3,682,820
4,4,61,820
4,5,410,820
4,6,310,820
4,7,563,820
4,8,297,820
4,9,263,820
4,10,402,820
4,11,392,820
4,12,458,820
8,1,-1540,-2206
8,2,-1794,-2206
8,3,-1323,-2206
8,4,-1782,-2206
8,5,-1385,-2206
8,6,-1570,-2206
8,7,-1583,-2206
8,8,-1551,-2206
8,9,-1776,-2206
8,10,-1657,-2206
8,11,-1673,-2206
8,12,-1712,-2206
4,1,1628,331
4,2,1076,331
4,3,1596,331
4,4,1428,331
4,5,1690,331
4,6,1662,331
4,7,2034,331
4,8,1642,331
4,9,1782,331
4,10,1541,331
4,11,1594,331
4,12,1499,331
3,1,2269,2137
3,2,1866,2137
3,3,1939,2137
3,4,2247,2137
3,5,2144,2137
3,6,1934,2137
3,7,1760,2137
3,8,1832,2137
3,9,1726,2137
3,10,1816,2137
3,11,1679,2137
3,12,1758,2137
3,1,824,646
3,2,457,646
3,3,191,646
3,4,-138,646
3,5,-124,646
3,6,136,646
3,7,87,646
3,8,74,646
3,9,-64,646
3,10,93,646
3,11,-22,646
3,12,323,646
8,1,4060,3590
8,2,4043,3590
8,3,4791,3590
8,4,4593,3590
8,5,4719,3590
8,6,4694,3590
8,7,4282,3590
8,8,4367,3590
8,9,4228,3590
8,10,4319,3590
8,11,4439,3590
8,12,4518,3590
3,1,3071,3537
3,2,3320,3537
3,3,2917,3537
3,4,3114,3537
3,5,3186,3537
3,6,2919,3537
3,7,2773,3537
3,8,3080,3537
3,9,2898,3537
3,10,2763,3537
3,11,2651,3537
3,12,2490,3537
2,1,-222,-238
2,2,-332,-238
2,3,-265,-238
2,4,-182,-238
2,5,-584,-238
2,6,-316,-238
2,7,-366,-238
2,8,-148,-238
2,9,-303,-238
2,10,-106,-238
2,11,238,-238
2,12,109,-238
11,1,2128,1326
11,2,1679,1326
11,3,2290,1326
11,4,2202,1326
11,5,2064,1326
11,6,1872,1326
11,7,1576,1326
11,8,1628,1326
11,9,1548,1326
11,10,1400,1326
11,11,1456,1326
11,12,1278,1326
5,1,1147,1072
5,2,1024,1072
5,3,1061,1072
5,4,1265,1072
5,5,1275,1072
5,6,1540,1072
5,7,1259,1072
5,8,1322,1072
5,9,1144,1072
5,10,1116,1072
5,11,1005,1072
5,12,1176,1072
11,1,1185,763
11,2,1257,763
11,3,1480,763
11,4,1450,763
11,5,1515,763
11,6,1497,763
11,7,1490,763
11,8,1186,763
11,9,1147,763
11,10,1131,763
11,11,1042,763
11,12,1124,763
9,1,-1704,-1965
9,2,-1777,-1965
9,3,-1560,-1965
9,4,-2022,-1965
9,5,-1814,-1965
9,6,-1888,-1965
9,7,-1791,-1965
9,8,-1533,-1965
9,9,-1923,-1965
9,10,-1758,-1965
9,11,-2069,-1965
9,12,-1909,-1965
5,1,669,891
5,2,912,891
5,3,653,891
5,4,861,891
5,5,1050,891
5,6,1094,891
5,7,860,891
5,8,1055,891
5,9,1088,891
5,10,1417,891
5,11,1237,891
5,12,1257,891
10,1,5701,4885
10,2,5204,4885
10,3,5199,4885
10,4,4903,4885
10,5,4849,4885
10,6,4810,4885
10,7,4486,4885
10,8,4464,4885
